id,Name,Calcium_mg,Calories,Cholesterol <_mg,Cholesterol_mg,Contains,Dietary Fiber <_g,Dietary Fiber_g,Ingredients,Iron_mg,Potas._mg,Protein_g,Saturated Fat_g,Serving Size,Sodium_mg,Total Carbohydrate <_g,Total Carbohydrate_g,Total Fat_g,Total Sugars <_g,Total Sugars_g,Trans Fat_g,Vit. D_mcg
21,Fresh Cauliflower (vgn),18.0,25,,0.0,,,3.0,"Cauliflower, Flowerettes",0.36,160.0,2.0,0.0,1/2 Cup (113g),15.0,,5.0,0.5,,2.0,,0.0
22,Fresh Broccoli Spears (vgn),56.0,50,,0.0,,,5.0,Broccoli,0.94,410.0,3.0,0.0,1/2 Cup (141g),60.0,,10.0,0.5,,2.0,0.0,0.0
23,Chili Black Bean (vgn),72.0,180,,0.0,,,11.0,"Black Bean(Black Beans), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Onions, Bell Peppers, Chopped(Bell Pepper), Red Bell Pepper, Chopped, Carrot, Peeled Garlic Clove, Chile Chipotle In Adobo Sauce(Chipotle peppers, water, tomato puree, corn oil, corn starch, salt, vinegar, caramel color, onion powder, garlic powder, spices. OR Chipotle peppers, water, tomato puree, vinegar, salt, sugar, garlic, and canola oil. OR Water, Tomato Paste, Dried Chipotle Peppers, Distilled Vinegar, Corn Oil, Contains 2% or less of Iodized Salt (Contains Potassium Iodate), Corn Starch, Onion Powder, Garlic Powder, Spices.), Spices(Oregano Leaves), Spices(Black Cumin Seed), Kosher Salt(Kosher Salt), Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.), Water",3.15,580.0,11.0,0.0,6 oz Ladle (187g),130.0,,32.0,1.0,,2.0,,0.0
24,Bermuda Salad (v),83.0,140,,10.0,Milk,,2.0,"Cauliflower(Cauliflower), Onions(Red Onion), Cucumber (vgn)(Cucumber), Blue Cheese (v)(Blue Cheese (Cultured Pasteurized Milk, Salt, Enzymes (Microbial), Penicillium Roqueforti Powdered Cellulose To Prevent Caking.), Apple Cider Vinegar(Made from the juice of apples, diluted with water to a uniform pickling and table strength of 4% (40 grain) acidity.), Canola Oil(Canola Oil), Sliced Olive (vgn)(Ripe Olives, Water, Sea Salt, Ferrous Gluconate (Added To Stabilize Color)), Granulated Sugar (vgn)(Sugar), Kosher Salt(Kosher Salt), Spices(Spanish Paprika), Spices(Tarragon)",0.42,250.0,4.0,2.5,1/2 Cup (122g),260.0,,7.0,11.0,,3.0,0.0,0.0
25,Asian Noodle Salad (vgn),21.0,90,,0.0,"Sesame, Soy, Wheat",,2.0,"Yaki Soba Noodle(Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid], Water, Wheat Gluten, Salt, Potassium Carbonate, FD & C Yellow # 5 & #6, and Soybean Oil.), Mushrooms, Sliced(Mushroom), Scallions(Green Onion), Sesame Oil(Sesame oil (made from toasted white sesame seeds).), Fresh Herbs(Parsley), Red Bell Pepper, Chopped, Pure Sesame Tahini Paste(Sesame Seeds), Peeled Garlic Clove, Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Granulated Sugar (vgn)(Sugar), Spices(Ground Ginger), Water",1.12,135.0,4.0,1.0,1/2 Cup (99g),80.0,,17.0,4.0,,1.0,0.0,1.1
26,Tomato Basil Pizza on White (v),162.0,240,,20.0,"Milk, Wheat",,2.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), All Roma Tomatoes(Tomato), Cheese Mozzarella(Cultured Pasteurized Milk, Salt and Enzymes (microbial).), Warm Water, Pizza Sauce(Vine- ripened fresh tomatoes, salt, and basil.), Water, Fresh Herbs, Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Nonfat Dry Milk(Instant Nonfat Dry Milk), Peeled Garlic Clove, Fennel Fresh(Anise Fennel), Green Bell Pepper(Bell Pepper), Onions, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Granulated garlic), Granulated Sugar (vgn)(Sugar), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Kosher Salt(Kosher Salt), Spices(Crushed Red Pepper Flake), Spices(Ground White Pepper), Spices(Oregano Leaves), Spices(Black Pepper)",1.93,250.0,11.0,4.0,Slice (121g),340.0,,29.0,8.0,,3.0,0.0,0.0
27,Salami Pizza,156.0,260,,25.0,"Milk, Pork, Wheat",,2.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Warm Water, Cheese Mozzarella(Cultured Pasteurized Milk, Salt and Enzymes (microbial).), Pizza Sauce(Vine- ripened fresh tomatoes, salt, and basil.), Genoa Salami(Pork, Beef, Salt, 2% or less of Dextrose, Spices, Ascorbic Acid, Spice Extractives, Lactic Acid Starter Culture, Garlic, Sodium Nitrite.), Water, Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Nonfat Dry Milk(Instant Nonfat Dry Milk), Peeled Garlic Clove, Fennel Fresh(Anise Fennel), Green Bell Pepper(Bell Pepper), Onions, Spices(Granulated garlic), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Granulated Sugar (vgn)(Sugar), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Fresh Herbs, Kosher Salt(Kosher Salt), Spices(Crushed Red Pepper Flake), Spices(Ground White Pepper), Spices(Oregano Leaves), Spices(Black Pepper)",1.95,210.0,13.0,4.5,Slice (101g),470.0,,28.0,10.0,,2.0,0.0,0.0
28,Cheese Pizza on White (v),155.0,230,,15.0,"Milk, Wheat",,2.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Warm Water, Pizza Sauce(Vine- ripened fresh tomatoes, salt, and basil.), Cheese Mozzarella(Cultured Pasteurized Milk, Salt and Enzymes (microbial).), Water, Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Nonfat Dry Milk(Instant Nonfat Dry Milk), Peeled Garlic Clove, Fennel Fresh(Anise Fennel), Green Bell Pepper(Bell Pepper), Onions, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Granulated garlic), Granulated Sugar (vgn)(Sugar), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Fresh Herbs, Kosher Salt(Kosher Salt), Spices(Crushed Red Pepper Flake), Spices(Ground White Pepper), Spices(Oregano Leaves), Spices(Black Pepper)",1.84,200.0,10.0,3.5,Slice (94g),340.0,,28.0,7.0,,3.0,0.0,0.0
29,Gumbo Soup (vgn),50.0,60,,0.0,"Soy, Wheat",,2.0,"Water, Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Cut Okra (Frozen)(Okra), White Rice, Raw(Long Grain Parboiled White Rice OR Long Grain Parboiled Rice Enriched With Iron (Ferric Phosphate), Niacin,Thiamine, Mononitrate & Folic Acid), Celery(Celery), Red Bell Pepper (vgn), Onions, Pea (vgn)(Green Peas), Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Fresh Herbs(Parsley), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Canola Oil(Canola Oil), Kosher Salt(Kosher Salt), Spices(Black Pepper), Spices(Nutmeg), Spices(Cloves), Spices(Ground Cayenne Pepper)",0.64,250.0,2.0,0.0,6 oz Ladle (212g),190.0,,14.0,0.0,,2.0,0.0,0.0
30,Charburger,36.0,360,,70.0,"Soy, Wheat",1.0,,"Beef Ground Patty 5/1 (Fresh)(Beef, Water, Spice, Salt), Plain Hamburger Bun (vgn)(Bleached Wheat Flour (Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Invert Sugar, Yeast, Soybean/Cotton Seed Oil Blend, Salt, Wheat Gluten, Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sunflower Oil (Added as A Processing Aid To Reduce Dust), Ascorbic Acid, Calcium Propionate, Malted Barley, Unbleached Wheat Flour, Enzymes, Citric Acid. May Contain Sesame.)",3.39,280.0,24.0,5.0,Burger (135g),280.0,,27.0,15.0,,3.0,0.0,12.7
31,Black Bean Burger (vgn),88.0,280,,0.0,"Oats, Soy, Wheat",,9.0,"Black Bean Burger (vgn)(Water, cooked black beans (black beans, water), cooked brown rice (water, brown rice), soy protein concentrate, onions, whole kernel corn, hydrated bulgur wheat (water, bulgur wheat), soy protein isolate, green chiles, canola oil, contains two percent or less of salt, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika (color), turmeric (color). May contain peanuts and tree nuts.), Wheat Hamburger Bun (vgn)(Bleached Wheat Flour (Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Yeast, Whole Wheat Flour, Wheat Gluten, Invert Sugar, Soybean/Cotton Seed Oil Blend, Cracked Wheat, Crushed Red Wheat, Rolled Oats, Salt, Carmel Color, Calcium Propionate, Soy Lecithin, Citric Acid, Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Enzymes, Ascorbic Acid, Sunflower Oil (Added As A Processing Aid To Reduce Dust). May Contain Sesame.)",4.4,340.0,17.0,0.0,Burger (163g),980.0,,45.0,5.0,,2.0,0.0,14.6
32,Egyptian Fava Bean Falafel on Pita (v),134.0,170,,,"Milk, Oats, Soy, Wheat",,4.0,"Bread Pita Pocket(Pita Bread (Enriched Unbleached Wheat Flour [What Flour, Malted Barley Flour, Ascorbic Acid added as a dough conditioner, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Soybean Oil, Yeast, Contains less than 2% of the following: Nonfat Dry Milk, Salt, Sugar, Calcium Propionate [to preserve freshness], Leavening [Disodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate], Oat Fiber, Sodium Stearoyl Lactylate) (Manufactured on shared equipment with Soy). Contains: Milk, Wheat OR Enriched Wheat Flour [Contains Niacin, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid], Water, Yeast, Contains Less Than 2% Of Each Of The Following: Sugar, Salt, Calcium Propionate (Added To Maintain Freshness).), Bean Fava (Dry)(Large White Bean), Nonfat Plain Yogurt(Cultured Grade A Pasteurized Nonfat Milk, Nonfat Milk, Pectin, Carrageenan.), Iceberg Lettuce(Iceberg Lettuce), Tomatoes, Cucumber (vgn)(Cucumber), Leek(Leek), Green Onion(Green Onion), Sliced Dill Pickle (vgn)(Pickles, Water, Distilled Vinegar, Salt, Contains Less Than 2% Of The Following: Calcium Chloride, Alum, Natural Flavors, Sodium Benzoate (Preservative), Polysorbate 80 And Fd&C Yellow #5 And Blue #1.), Peeled Garlic Clove, Fresh Herbs(Parsley), Spices(Black Cumin Seed), Fresh Herbs(Mint), Baking Soda(Sodium bicarbonate), Fresh Herbs(Cilantro), Kosher Salt(Kosher Salt), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Spices(Coriander Seed), Spices(Black Pepper), Spices(Ground Cayenne Pepper), Shortening Frying Oil(Soybean Oil, Hydrogenated Soybean Oil, TBHQ and Citric Acid Added To Help Preserve Freshness, Dimethylpolysiloxane), Wheat Pita(Whole Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Wheat Gluten, Yeast, Contains 2% or Less of the Following: Salt, Calcium Propionate (Preservative), Guar Gum, Cellulose Gum, Acacia Gum, Dextrose, Calcium Sulfate, Microcrystalline Cellulose. OR Whole Wheat Flour, Yeast, Wheat Gluten, Salt, To Preserve Freshness (Calcium Propionate) May Contain: Milk, Soy and Sesame)",54.98,400.0,8.0,,1/2 Pita (156g),380.0,,33.0,1.0,,4.0,,0.2
33,Falafel on Pita with Raita Sauce (v),84.0,190,,15.0,"Eggs, Milk, Oats, Sesame, Soy, Wheat",,4.0,"Wheat Pita(Whole Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Wheat Gluten, Yeast, Contains 2% or Less of the Following: Salt, Calcium Propionate (Preservative), Guar Gum, Cellulose Gum, Acacia Gum, Dextrose, Calcium Sulfate, Microcrystalline Cellulose. OR Whole Wheat Flour, Yeast, Wheat Gluten, Salt, To Preserve Freshness (Calcium Propionate) May Contain: Milk, Soy and Sesame), Garbanzo Bean (vgn), Nonfat Plain Yogurt(Cultured Grade A Pasteurized Nonfat Milk, Nonfat Milk, Pectin, Carrageenan.), Iceberg Lettuce(Iceberg Lettuce), Tomatoes, Cucumber (vgn)(Cucumber), Sliced Dill Pickle (vgn)(Pickles, Water, Distilled Vinegar, Salt, Contains Less Than 2% Of The Following: Calcium Chloride, Alum, Natural Flavors, Sodium Benzoate (Preservative), Polysorbate 80 And Fd&C Yellow #5 And Blue #1.), Fresh Cage Free Egg(Egg), Bread Crumbs(Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Water, High Fructose Corn Syrup, Yeast, Salt, Vegetable Shortening (Soybean Oil, Cottonseed Oil And/Or Canola Oil), Sugar, May Contain 2% Or Less Of The Following: Wheat Gluten, Dextrose, Soy Flour, Whey, Calcium Propionate (Preservative), Sodium Stearoyl Lactylate (Dough Conditioner), Mono- And Diglycerides, Soy Lecithin, Molasses, Honey, Whole Wheat Flour, Corn Flour, Cornmeal, Citric Acid, Grain Vinegar, Wheat Starch, Corn Starch, Potato Flour, Rice Flour, Wheat Bran, Oat Fiber, Calcium Sulfate, Datem, Potassium Iodate, Guar Gum, Calcium Phosphate, Enrichment (Vitamin E Acetate, Vitamin A Palmitate, Vitamin D3), Lactic Acid, Ascorbic Acid (Dough Conditioner), Spice & Coloring, Natural And Artificial Flavor, Sesame Seeds.), Onions, Liquid Frying Shortening (for nutrition)(Soybean Oil, Hydrogenated Soybean Oil, TBHQ and Citric Acid Added To Help Preserve Freshness, Dimethylpolysiloxane), Peeled Garlic Clove, Fresh Herbs(Mint), Kosher Salt(Kosher Salt), Spices(Black Cumin Seed), Spices(Spanish Paprika), Spices(Coriander, Fenugreek, Turmeric, Cumin, Black Pepper, Bay Leaves, Celery Seed, Nutmeg, Cloves, Onion, Red Pepper, And Ginger), Spices(Parsley Flake), Spices(Ground Cayenne Pepper), Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.), Spices(Coriander Seed)",52.89,310.0,8.0,0.5,1/2 Pita (152g),520.0,,30.0,4.5,,3.0,0.0,0.1
34,Pinto Beans (vgn),67.0,210,,0.0,,,13.0,"Pinto Bean(Ingredients: Pinto Beans), Kosher Salt(Kosher Salt), Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.), Spices(Garlic Powder), Spices(Black Pepper), Spices(Crushed Red Pepper Flake), Water",3.04,630.0,13.0,0.0,1/2 Cup (146g),250.0,,38.0,1.0,,0.0,,0.0
35,Krinkle Cut Fries (vgn),13.0,250,,0.0,Soy,,2.0,"Crinkle Cut French Fry(Idaho® Potatoes, Vegetable Oil (Contains One or Moreof the Following: Canola, Palm, Soybean, Sunflower), Disodium Dihydrogen Pyrophosphate (to promote color retention), Dextrose), Shortening Frying Oil(Soybean Oil, Hydrogenated Soybean Oil, TBHQ and Citric Acid Added To Help Preserve Freshness, Dimethylpolysiloxane)",0.85,410.0,2.0,3.5,Boat (110g),30.0,,25.0,16.0,,1.0,0.0,0.0
36,Baked Potato (vgn),9.0,160,,0.0,,,3.0,Baker Potato(Potato),0.57,690.0,3.0,0.0,Potato (182g),5.0,,37.0,0.0,,2.0,0.0,0.0
37,Baked Sweet Potato (vgn),43.0,100,,0.0,,,4.0,"Sweet Potato(Sweet Potato), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Black Pepper), Kosher Salt(Kosher Salt)",0.78,520.0,2.0,0.0,Potato (111g),75.0,,23.0,1.0,,7.0,0.0,0.0
38,Quinoa (vgn),12.0,90,,0.0,,,2.0,"Organic Quinoa(Quinoa), Kosher Salt(Kosher Salt), Water",1.08,125.0,3.0,0.0,1/2 Cup (73g),230.0,,15.0,1.5,1.0,,0.0,0.0
39,Irish Soda Bread (v),189.0,370,,25.0,"Eggs, Milk, Wheat",,3.0,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Buttermilk(Skim Milk, Non Fat Milk Solids, Culture, and Salt.), Raisin (vgn), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Granulated Sugar (vgn)(Sugar), Fresh Cage Free Egg(Egg), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Baking Soda(Sodium bicarbonate)",2.88,250.0,7.0,4.0,Slice (138g),560.0,,65.0,8.0,,23.0,0.0,0.1
40,Oatmeal Raisin Cookie (v),8.0,110,,15.0,"Eggs, Milk, Oats, Wheat",1.0,,"Old Fashion Oatmeal(Whole Grain Rolled Oats), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Granulated Sugar (vgn)(Sugar), Raisin (vgn), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Fresh Cage Free Egg(Egg), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Baking Soda(Sodium bicarbonate), Salt (vgn)(Salt, Yellow Prussiate Of Soda.)",0.46,60.0,1.0,2.5,Cookie (27g),70.0,,17.0,4.5,,10.0,0.0,0.0
41,Chocolate Peanut Butter Cupcake(w/nut)(v,43.0,380,,55.0,"Eggs, Milk, Peanuts, Soy, Wheat",,2.0,"Devil's Food Cake Mix(Sugar, Enriched Flour Bleached (Wheat Flour, niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Palm Oil, Dextrose, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate). Contains 2% or Less of: Modified Corn Starch, Propylene Glycol Mono and Diesters, Corn Starch, Maltodextrin, Egg White, Salt, Mono and Diglycerides, Sodium Caseinate, Dicalcium Phosphate, Cellulose Gum, Soy Lecithin, Whey, Sodium Phosphate, Datem, Natural Flavor), Water, Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Creamy Peanut Butter (vgn)(Roasted Peanuts, Sugar, Palm Oil, Salt. OR Peanuts, Sugar, Hyrdogenated Vegetable Oils (Rapeseed, Cottonseed, And Soybean Oil), Salt. OR Peanuts, Sugar, Peanut Oil, Contains 2% Or Less Of Palm Oil, Salt.), Powdered Sugar(Sugar, Corn Starch), Fresh Cage Free Egg(Egg), Canola Oil(Canola Oil), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.)",1.31,190.0,4.0,11.0,Cupcake (95g),310.0,,34.0,26.0,,24.0,0.0,0.2
42,Tortilla Chips and Salsa (vgn),111.0,260,,0.0,Soy,,3.0,"Corn Tortilla, Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Diced Green Chilie(Diced green chile peppers, water, salt, citric acid, calcium chloride.), Onions, Green Onions, Chopped(Green Onion), Limes, Shortening Frying Oil(Soybean Oil, Hydrogenated Soybean Oil, TBHQ and Citric Acid Added To Help Preserve Freshness, Dimethylpolysiloxane), Sliced Jalapeno Pepper (vgn)(Jalapeno peppers ,water, vinegar, salt, calcium chloride, garlic. OR Sliced jalapenos, water, vinegar, salt, calcium chloride.), Fresh Herbs(Cilantro), Peeled Garlic Clove, Kosher Salt(Kosher Salt), Spices(Black Pepper), Spices(Black Cumin Seed), Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.)",1.11,280.0,7.0,0.5,4 oz. (110g),210.0,,49.0,4.5,,2.0,,0.0
43,Hummus (vgn),28.0,100,,0.0,Sesame,,2.0,"Garbanzo Bean (vgn), Fresh Herbs(Parsley), Lemons(Lemon), Pure Sesame Tahini Paste(Sesame Seeds), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Garlic, minced, Kosher Salt(Kosher Salt)",1.26,120.0,3.0,1.0,1/4 Cup (49g),350.0,,7.0,7.0,1.0,,0.0,0.0
44,Pita Chips (v),19.0,130,,0.0,"Soy, Wheat",,2.0,"Wheat Pita(Whole Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Wheat Gluten, Yeast, Contains 2% or Less of the Following: Salt, Calcium Propionate (Preservative), Guar Gum, Cellulose Gum, Acacia Gum, Dextrose, Calcium Sulfate, Microcrystalline Cellulose. OR Whole Wheat Flour, Yeast, Wheat Gluten, Salt, To Preserve Freshness (Calcium Propionate) May Contain: Milk, Soy and Sesame), White Pita Bread(Enriched Wheat Flour (Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour, Ascorbic Acid), Water, Yeast, Salt, and Calcium Propionate Added as a Preservative), Kosher Salt(Kosher Salt), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Garlic Powder), Spices(Parsley Flake), Spices(Black Pepper)",0.31,80.0,5.0,0.0,2 OZ (53g),240.0,,26.0,0.0,,0.0,0.0,0.0
45,Cashew Chicken (w/nuts),23.0,210,,45.0,"Sesame, Soy, Tree Nuts",,2.0,"Halal Chicken Thigh(Halal Chicken Thigh), Celery, Biased-sliced(Celery), Onions, Mature Mushroom #2(Mushroom), Water, Sliced Water Chestnut(Water Chestnuts, Water, Citric Acid.), Roasted Cashew(Cashews, Non GMO Canola Oil), Canola Oil(Canola Oil), Red Bell Pepper (vgn), Plain Rice Vinegar(Rice vinegar (made from real rice), water, diluted with water to 4.2% acidity.), Sherry Cooking Wine(Wine, water, neutral spirits, salt, high fructose corn syrup, tartaric acid, caramel color, citric acid, potassium sorbate (preservative), potassium metabisulfite (preservative).), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Green Onion -- Sliced(Green Onion), Cornstarch(Corn starch), Sesame Oil(Sesame oil (made from toasted white sesame seeds).), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Spices(Black Pepper), Peeled Garlic Clove, Ginger Root",1.56,300.0,15.0,2.5,1/2 Cup (147g),95.0,,10.0,12.0,,39.0,0.0,1.1
46,Cashew Veggie Tofu (w/nuts) (vgn),16.0,200,,0.0,"Soy, Tree Nuts",,3.0,"Tofu (vgn)(Water, Soybeans, Calcium Sulfate), Celery, Biased-sliced(Celery), Onions, Bell Peppers, Sliced(Bell Pepper), Mature Mushroom #2(Mushroom), Roasted Cashew(Cashews, Non GMO Canola Oil), Water, Canola Oil(Canola Oil), Cornstarch(Corn Starch), Sliced Water Chestnut(Water Chestnuts, Water, Citric Acid.), Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups))",146.21,200.0,2.0,2.0,1/2 Cup (149g),105.0,,9.0,13.0,,54.0,0.0,1.0
47,Miso Broth with Udon Noodles (v),29.0,150,,0.0,"Soy, Wheat",,2.0,"Water, Udon Noodles(Wheat Flour, Water, Salt.), Tofu (vgn)(Water, Soybeans, Calcium Sulfate), Miso White(Water, Organic Soybean, Organic Rice, Salt. OR Filtered Water, *Organic Whole Soy Beans, Cultured Rice, Sea Salt, Potassium Sorbate As Preservative. OR Steamed Soybean (Soybean, Water), Rice Malt (Rice, Seed Malt), Salt.), Medium Mushroom(Mushroom), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Wakame (Dried Seaweed)(Seaweed or Kelp, Salt), Green Onions, Slicd Diagl(Green Onion)",48.78,130.0,4.0,0.0,6 oz. Ladle (203g),850.0,,26.0,2.0,,1.0,0.0,0.0
